Slice: workclass ==  Private. precision: 0.73, recall: 0.63, fbeta: 0.67
Slice: native-country ==  Laos. precision: 1.00, recall: 1.00, fbeta: 1.00
Slice: native-country ==  Japan. precision: 0.83, recall: 1.00, fbeta: 0.91
Slice: native-country ==  Dominican-Republic. precision: 1.00, recall: 1.00, fbeta: 1.00
Slice: native-country ==  Poland. precision: 0.50, recall: 0.50, fbeta: 0.50
Slice: native-country ==  England. precision: 0.67, recall: 0.40, fbeta: 0.50
Slice: native-country ==  Scotland. precision: 1.00, recall: 1.00, fbeta: 1.00
Slice: native-country ==  China. precision: 1.00, recall: 0.50, fbeta: 0.67
Slice: native-country ==  Trinadad&Tobago. precision: 1.00, recall: 1.00, fbeta: 1.00
Slice: native-country ==  Guatemala. precision: 1.00, recall: 1.00, fbeta: 1.00
Slice: native-country ==  Italy. precision: 0.67, recall: 0.50, fbeta: 0.57
Slice: native-country ==  El-Salvador. precision: 1.00, recall: 0.83, fbeta: 0.91
Slice: native-country ==  Vietnam. precision: 0.00, recall: 0.00, fbeta: 0.00
Slice: native-country ==  Columbia. precision: 0.50, recall: 1.00, fbeta: 0.67
Slice: native-country ==  India. precision: 0.75, recall: 0.86, fbeta: 0.80
Slice: native-country ==  Puerto-Rico. precision: 0.33, recall: 1.00, fbeta: 0.50
Slice: native-country ==  Peru. precision: 1.00, recall: 1.00, fbeta: 1.00
Slice: native-country ==  Hungary. precision: 0.00, recall: 0.00, fbeta: 0.00
Slice: native-country ==  Honduras. precision: 1.00, recall: 1.00, fbeta: 1.00
Slice: native-country ==  Haiti. precision: 1.00, recall: 1.00, fbeta: 1.00
Slice: native-country ==  Nicaragua. precision: 1.00, recall: 1.00, fbeta: 1.00
Slice: native-country ==  Outlying-US(Guam-USVI-etc). precision: 1.00, recall: 1.00, fbeta: 1.00
Slice: native-country ==  Thailand. precision: 1.00, recall: 1.00, fbeta: 1.00
Slice: native-country ==  Hong. precision: 1.00, recall: 1.00, fbeta: 1.00
Slice: native-country ==  Greece. precision: 0.67, recall: 0.67, fbeta: 0.67
Slice: native-country ==  France. precision: 1.00, recall: 0.67, fbeta: 0.80
Slice: native-country ==  Iran. precision: 1.00, recall: 0.50, fbeta: 0.67
Slice: native-country ==  Yugoslavia. precision: 1.00, recall: 0.00, fbeta: 0.00
Slice: native-country ==  Cambodia. precision: 1.00, recall: 0.50, fbeta: 0.67
